survey_id,text_value.What do you like least about our school?
1356,
1357,Lunch
1358,The thing I like least is teacher accountibility and the push for me PD. 
1359,Inconsistency with discipline and teacher expectations
1360,none
1361,
1362,N?A
1363,
1364,The lack of productive engagement with many of the parents
1365,none
1366,"There is nothing I dislike, because our unique qualities make us who we are."
1367,
1368,Class sizes
1369,Nothing at the moment
1370,"Traffic! 

I  feel we could use more teachers to decrease class size at all grade levels."
1371,
1372,
1373,I do not have anything that I like the least about the school.
1374,What I like least about this school year so far was spending so much time fining 3 level of Fountas and Pinnell.  As a teacher this was not helpful.  I only need the instructional level to guide my students.  This was a unrealistic goal for teachers to obtain in 2 1/2 weeks with 25 students or more. 
1375,There is not one thing that I do not like about my daily job and/or relationships at my school.
1376,
1377,Quantity of meetings. Seems that some could be sent out via email or done within other meetings. 3 meetings a week is a lot when you are preparing for your classroom daily. 
1378,There are no other minority teachers.
1379,I wish we had families more involved in their child's learning.
1380,
1381,N/A
1382,
1383,I would like more legitimate planning time.   
1384,Decrease in family involvement. 
1385,I love Buford Elementary. 
1386,
1387,
1388,
1389,
1390,
1391,I don't have a response to this question.
1392,We have so many meetings and our class sizes are large this year.
1393,
1394,Large class size
1395,
1396,Class size still too large on certain grade levels.
1397,
1398,
1399,
1400,
1401,Can't think of anything.
1402,early start time
1403,I have no major complaints.
1404,We need more parental involvement.  Our children need to be supported and it is not seen often enough.  
1405,N/A
1406,The amount of time taken away from instruction for F&P assessments. 
1407,Nothing
1408,Too many meetings
1409,
1410,
1411,We have a large class sizes that makes it more difficult to have more one on one interventions with students. 
1412,Parents tend to go to social media instead of coming to us for explanations. 
1413,Some teachers are not held to high standards.
1414,"Class sizes are too large. Also, there are too many required meetings that results in many unfinished things that get taken home each night with teachers."
1415,"Some information for new teachers on how to do the small, simple tasks (e.g. turning in certain school papers, cafeteria procedures, emergency procedures) are not communicated clearly or at all."
1416,
1417,"Support staff making decisions about student learning, when they are not in the classroom with the students."
1418,Can't think of anything I don't like.
1419,Playground is very hot in summer time; could use a covered area for primary grades
1420,I think our playground is too far away from the building.  
1421,"We're making progress in this area, but the ability to access both computer spaces and physical spaces with electronic means can be improved.  ID cards and key fobs are great, but one card that can be used to access the building, individual rooms, our lunch account, and our library account would be extremely helpful."
1422,
1423,Nothing. I love ZZZZZ!
1424,
1425,
1426,I don't really have any complaints about our school. Everything always runs smoothly and we are supported by all. 
1427,I like everything about the school.  
1428,XXXX doesn't realize that ZZZZ is the hidden gem in XXXX County. 
1429,
1430,
1431,
1432,
1433,
1434,
1435,
1436,
1437,
1438,
1439,
1440,
1441,
1442,
1443,
1444,
1445,
1446,
1447,
1448,
1449,
1450,
1451,
1452,
1453,
1454,
1455,
1456,
1457,
1458,
1459,
1460,
1461,
1462,
1463,
1464,
1465,
1466,
1467,
1468,
1469,
1470,
1471,
1472,
1473,
1474,
1475,
1476,
1477,
1478,
1479,
1480,
1481,
1482,
1483,
1484,
1485,
1486,
1487,
1488,
1489,
1490,
1491,
1492,
1493,
1494,
1495,
1496,
1497,
1498,
1499,
1500,
1501,
1502,
1503,
1504,
1505,
1506,
1507,
1508,
1509,
1510,
1511,
1512,
1513,
1514,
1515,
1516,
1517,
1518,
1519,
1520,
1521,
1522,
1523,
1524,
1525,
1526,
1527,
1528,
1529,
1530,
1531,
1532,
1533,
1534,
1535,
1536,
1537,
1538,
1539,
1540,
1541,
1542,
1543,
1544,
1545,
1546,
1547,
1548,
1549,
1550,
1551,
